index	table_id	annotator_id	premise	hypothesis	label 
3679	T580	GW28	to be or not to be	Danzig plays mostly in small dive bars.	1
3680	T580	GW28	to be or not to be	Danzig collaborated with many other groups over its 40 year career.	2
3681	T580	GW53	to be or not to be	Danzig is a group that is still active.	0
3682	T580	GW53	to be or not to be	Danzig has created songs in the country genre.	1
3683	T580	GW53	to be or not to be	Danzig has not made any metal music.	2
3684	T583	GW33	to be or not to be	City2Surf is a road race with 80000 members	1
3685	T583	GW28	to be or not to be	City2Surf is a race to help raise funds to fight cancer.	1
3686	T583	GW51	to be or not to be	The race is held on a very popular coast of Austrailia.	1
3687	T584	GW51	to be or not to be	Clerks is an American 90's movie directed by Kevin Smith.	0
3688	T584	GW51	to be or not to be	Kevin Smith would later star in a movie with Jason Mewes.	1
3689	T584	GW51	to be or not to be	Jason Mewes wrote and produced Clerks with Kevin Smith.	2
3690	T584	GW33	to be or not to be	Clerks is Directed by Kevin Smith and Produced by Scott Mosier, Kevin Smith	0
3691	T584	GW33	to be or not to be	Clerks is earned totally $3.2 million	1
3692	T584	GW33	to be or not to be	Clerks is not released in United States	2
3693	T584	GW28	to be or not to be	Clerks was an independent film made on a shoestring budget.	0
3694	T584	GW28	to be or not to be	Clerks was cast with Kevin Smiths' friends from high school.	1
3695	T584	GW28	to be or not to be	All the behind the scene roles were done by Kevin Smith.	2
3696	T587	GW54	to be or not to be	Demon Days was released on 11 May 2005	0
3697	T587	GW54	to be or not to be	Gorillaz; Danger Mouse; Jason Cox; James Dring are the producers of Demon Days	1
3698	T587	GW54	to be or not to be	It was released only in London	2
3699	T587	GW28	to be or not to be	Demon Days  is an English music album released over a decade ago.	0
3700	T587	GW28	to be or not to be	Demon Days won praise from music critics.	1
3701	T587	GW28	to be or not to be	Demon Days is a studio album produced by no one of note.	2
3702	T587	GW51	to be or not to be	Demon Days is album produced by Gorillaz under the Parlophone/Virgin Label.	0
3703	T587	GW51	to be or not to be	Demon Days is an album by the music group, Gorillaz.	1
3704	T587	GW51	to be or not to be	Demon Days is the only album by the Gorillaz to run over an hour in length.	2
3705	T588	GW33	to be or not to be	Daft Punkhas its own website daftpunk.com	0
3706	T588	GW33	to be or not to be	Daft Punk is started his career at 1993	1
3707	T588	GW33	to be or not to be	Daft Punk is acted in Darlin' , Stardust	2
3708	T588	GW28	to be or not to be	Daft Punk is a French musical group.	0
3709	T588	GW28	to be or not to be	Daft Punk was formed by two men.	1
3710	T588	GW28	to be or not to be	Daft Punk has worked solely for French labels and with French musical groups.	2
3711	T588	GW51	to be or not to be	Daft Punk is a famous French electronic group.	0
3712	T588	GW51	to be or not to be	Daft Punk has several commercially successful albums, including Discovery, Human After All, and Random Access Memories.	1
3713	T588	GW51	to be or not to be	Daft Punk is originally from Sweden and started out under the Universal Records label.	2
3714	T589	GW28	to be or not to be	Dar Robinson is an American stuntman.	0
3715	T589	GW28	to be or not to be	Dar Robinson died while performing a stunt.	1
3716	T589	GW28	to be or not to be	Dar Robinson became a stuntman in his teens.	2
3717	T589	GW54	to be or not to be	Dar Allen Robinson was an American	0
3718	T589	GW54	to be or not to be	Stunt performing was his only occupation	1
3719	T589	GW54	to be or not to be	He started his career as stunt performer in 1973	2
3720	T589	GW51	to be or not to be	Dar Robinson is a famous stunt performer from California.	0
3721	T589	GW51	to be or not to be	Dar Robinson died in a bike stunt accident in Arizona.	1
3722	T589	GW51	to be or not to be	Dar Robinson fell off a horse during a performance and died in 1982.	2
3723	T590	GW28	to be or not to be	Clash of the Titans is an Australian - American film production.	0
3724	T590	GW28	to be or not to be	Clash of the Titans is an action adventure film.	1
3725	T590	GW28	to be or not to be	Clash of the Titans failed to break even on its budget at the box office.	2
3726	T590	GW54	to be or not to be	Clash of the Titans was directed by Louis Leterrier	0
3727	T590	GW54	to be or not to be	it was released all over the world in April 2, 2010	1
3728	T590	GW54	to be or not to be	Clash of the Titans was released only in United States and Australia	2
3729	T590	GW51	to be or not to be	Clash of the Titans is a movie distributed by Warner Bros Pictures and released in 2010.	0
3730	T590	GW51	to be or not to be	Ralph Fiennes makes an appearance in Clash of the Titans in between filming for Harry Potter, where he played Voldemort.	1
3731	T590	GW51	to be or not to be	Clash of the Titans was both directed, written, and produced by Louis Leterrier.	2
3732	T591	GW33	to be or not to be	Chromatics from Portland, Oregon, US gives us Synth-pop, synth-rock, indie rock, dream pop songs.	0
3733	T591	GW33	to be or not to be	Chromatics is a music band	1
3734	T591	GW33	to be or not to be	Chromatics has a own website	2
3735	T591	GW54	to be or not to be	Chromatics originated from Portland, Oregon, US	0
3736	T591	GW54	to be or not to be	Chromatics is active from 2001Ðpresent	1
3737	T591	GW54	to be or not to be	Before 2001 it was there but not active	2
3738	T591	GW51	to be or not to be	The Chromatics are an indie, synth-pop band from Portland, Oregon.	0
3739	T591	GW51	to be or not to be	The Chromatics have a song on the soundtrack of the movie Drive.	1
3740	T591	GW51	to be or not to be	The Chromatics created the song Wonderwall.	2
3741	T592	GW51	to be or not to be	Climate Change is a hip hop album released in 2017.	0
3742	T592	GW51	to be or not to be	Climate Change was released for free on Pandora for a world wide release exclusive.	1
3743	T592	GW51	to be or not to be	Climate Change was produced alone by Dr. Luke and recorded in 2013.	2
3744	T592	GW28	to be or not to be	Climate Change is an album that was recorded and released over a three year period.	0
3745	T592	GW28	to be or not to be	The length of Climate Change was decided to be less than an hour.	1
3746	T592	GW28	to be or not to be	Only a handful of producers were given credit for Climate Change.	2
3747	T592	GW33	to be or not to be	Climate Change is released on March 17, 2017	0
3748	T592	GW33	to be or not to be	Climate Changen has more than 10 producers	1
3749	T592	GW33	to be or not to be	Climate Change is recorded on March 17, 2017	2
3750	T593	GW11	to be or not to be	Delhi is a large city.	0
3751	T593	GW11	to be or not to be	Delhi occupants stay for at least a year before moving.	1
3752	T593	GW11	to be or not to be	Delhiites call each other Delians.	2
3753	T593	GW54	to be or not to be	Delhi is an union territory	0
3754	T593	GW54	to be or not to be	Delhi is the second-largest urban agglomeration in India by population (16,349,831).	1
3755	T593	GW54	to be or not to be	It is the 2nd largest megacity in the world	2
3756	T593	GW51	to be or not to be	Delhi is a megacity with well over 25 million inhabitants in the metropolitan area.	0
3757	T593	GW51	to be or not to be	Delhi is also known as New Delhi and is located in India.	1
3758	T593	GW51	to be or not to be	Delhi has a density over 50,000 per sqare mile and almost 30 million people live in the urban sections of the area.	2
3759	T594	GW51	to be or not to be	Clint Eastwood has had 4 long-term romantic partners in his life.	0
3760	T594	GW51	to be or not to be	Clint Eastwood has made his entire net worth as an actor, producer, director, composer, and businessman.	1
3761	T594	GW51	to be or not to be	Clint Eastwood has been the governor of California.	2
3762	T594	GW0	to be or not to be	Clint Eastwood's first marriage lasted from his mid-twenties to mid-fifties.	0
3763	T594	GW0	to be or not to be	Clint Eastwood votes Libertarian in all recent elections.	1
3764	T594	GW0	to be or not to be	Clint Eastwood married Dina Ruiz while he was a registered Republican.	2
3765	T594	GW35	to be or not to be	Clint Eastwood is a millionaire.	0
3766	T594	GW35	to be or not to be	Clint Eastwood retired from acting.	1
3767	T594	GW35	to be or not to be	Scott Eastwood is the son of Sondra Locke.	2
3768	T597	GW33	to be or not to be	Creator is owned by WinStar Farm and Bobby Flay and trained by Steven M. Asmussen	0
3769	T597	GW33	to be or not to be	Creator is Foaled on March 30, 2013	1
3770	T597	GW33	to be or not to be	Creator is owned by Steven M. Asmussen	2
3771	T597	GW28	to be or not to be	Creator is an American racehorse.	0
3772	T597	GW28	to be or not to be	Creator is part-owned by Bobby Flay, an Iron Chef.	1
3773	T597	GW28	to be or not to be	Creator is a decade old.	2
3774	T597	GW51	to be or not to be	Creator is a racehorse born in the United States from the Mt. Brilliant Broodmare breeder.	0
3775	T597	GW51	to be or not to be	Creator was named after a past racehorse from Essex in the United Kingdom.	1
3776	T597	GW51	to be or not to be	Creator is a brown racehorse owned by Guy Fieri.	2
3777	T599	GW51	to be or not to be	Daddy's Home is a comedy moving starring Will Ferrell.	0
3778	T599	GW51	to be or not to be	The director of Daddy's Home also directed the movie, The Big Short.	1
3779	T599	GW51	to be or not to be	Brian Burns edited and directed Daddy's Home.	2
3780	T599	GW27	to be or not to be	'Daddy's Home' was co-produced by one of its stars.	0
3781	T599	GW27	to be or not to be	Paramount distributed 'Daddy's Home' on December 25 to capitalize on the holiday market.	1
3782	T599	GW27	to be or not to be	'Daddy's Home' did not recoup its budget at the box office.	2
3783	T599	GW33	to be or not to be	Daddy's Home is directed by Sean Anders	0
3784	T599	GW33	to be or not to be	Daddy's Home is produced by Paramount Pictures	1
3785	T599	GW33	to be or not to be	Daddy's Home is directed with a budget of  242.8 million dollars	2
3786	T600	GW28	to be or not to be	Damn the Torpedoes is an American rock album.	0
3787	T600	GW28	to be or not to be	Damn the Torpedoes was a studio album recorded by Tom Petty and the Heartbreakers.	1
3788	T600	GW28	to be or not to be	Damn the Torpedoes was recorded and released in under a year.	2
3789	T600	GW45	to be or not to be	DAMN THE TORPEDOES HAD TWO PRODUCERS	0
3790	T600	GW45	to be or not to be	PRODUCER TOM PETTY MAY BE A ARTIST ON DAMN THE TORPEDOES	1
3791	T600	GW45	to be or not to be	THE GENRE OF THE DAMN THE TORPEDOES IS POP	2
3792	T600	GW51	to be or not to be	Damn the Torpedoes is a rock album released in 1979.	0
3793	T600	GW51	to be or not to be	"Damn the Torpedoes is a play on the common navy phrase in submarines, ""Man the torpoedoes""."	1
3794	T600	GW51	to be or not to be	The album was produced by Jimmy Petty and Tom Iovine in 1973.	2
3795	T602	GW12	to be or not to be	Classic Cola is a soft drink distributed through Sainsbury's Supermarkets in United Kingdom.	0
3796	T602	GW12	to be or not to be	Virgin Cola is manufactured by the Cott Corporation in the United Kingdom.	1
3797	T602	GW12	to be or not to be	Pepsi is a soft drink that originated in the United Kingdom.	2
3798	T602	GW51	to be or not to be	Classic Cola is an offbrand Cola sold in Sainsbury stores in the United Kingdom.	0
3799	T602	GW51	to be or not to be	Classic Cola uses a similar receipe to the well-known soft drink, Coca Cola.	1
3800	T602	GW51	to be or not to be	Classic Cola is manufactured by the Coca Cola Corporation and distributed in the United States.	2
3801	T602	GW28	to be or not to be	Classic Cola is a British beverage.	0
3802	T602	GW28	to be or not to be	Classic Cola is a sugary carbonated beverage.	1
3803	T602	GW28	to be or not to be	Classic Cola is a unique product.	2
3804	T605	GW0	to be or not to be	Dewar's Scotch Whisky has been produced for over 150 years.	0
3805	T605	GW0	to be or not to be	Bacardi bought out Dewar's recently.	1
3806	T605	GW0	to be or not to be	Dewar's Whisky is less than 40% ABV.	2
3807	T605	GW51	to be or not to be	Dewer's is a Scotch made by Bacardi since the 1840's.	0
3808	T605	GW51	to be or not to be	Dewar's was Bacardi's first whiskey from Scotland.	1
3809	T605	GW51	to be or not to be	Dewar's was originally manufactered by Annheuser Busch	2
3810	T605	GW33	to be or not to be	Dewar's is a Scotch Whisky manufactured by Bacardi	0
3811	T605	GW33	to be or not to be	Bacardi is also manufactured Aberfeldy, Aultmore, Craigellachie, The Deveron, Royal Brackla	1
